Postal Code,ZIP_CIDE,Walk_Score
H3K,H3K 1C8,77
H3K,H3K 1C9,77
H3K,H3K 1E1,79
H3K,H3K 1E2,79
H3K,H3K 1E3,75
H3K,H3K 1E4,76
H3K,H3K 1E5,77
H3K,H3K 1E6,77
H3K,H3K 1E7,79
H3K,H3K 1E8,75
H3K,H3K 1G1,77
H3K,H3K 1G3,64
H3K,H3K 1G4,65
H3K,H3K 1G5,66
H3K,H3K 1G6,66
H3K,H3K 1G7,71
H3K,H3K 1G8,72
H3K,H3K 1G9,69
H3K,H3K 1H4,64
H3K,H3K 1H5,64
H3K,H3K 1H6,65
H3K,H3K 1H7,69
H3K,H3K 1H8,69
H3K,H3K 1H9,69
H3K,H3K 1J1,71
H3K,H3K 1J2,70
H3K,H3K 1J3,75
H3K,H3K 1J4,75
H3K,H3K 1J5,75
H3K,H3K 1J6,73
H3K,H3K 1J7,73
H3K,H3K 1J8,77
H3K,H3K 1J9,75
H3K,H3K 1K1,75
H3K,H3K 1K2,75
H3K,H3K 1K3,77
H3K,H3K 1K6,73
H3K,H3K 1K7,73
H3K,H3K 1K8,73
H3K,H3K 1K9,73
H3K,H3K 1L1,73
H3K,H3K 1L2,73
H3K,H3K 1L4,73
H3K,H3K 1L5,75
H3K,H3K 1L6,64
H3K,H3K 1L7,60
H3K,H3K 1L9,64
H3K,H3K 1M1,69
H3K,H3K 1M2,68
H3K,H3K 1M3,68
H3K,H3K 1M4,70
H3K,H3K 1M5,70
H3K,H3K 1M6,73
H3K,H3K 1M7,71
H3K,H3K 1M8,71
H3K,H3K 1M9,73
H3K,H3K 1N1,73
H3K,H3K 1N2,73
H3K,H3K 1N3,60
H3K,H3K 1N4,60
H3K,H3K 1N5,64
H3K,H3K 1N6,64
H3K,H3K 1N7,64
H3K,H3K 1N8,50
H3K,H3K 1N9,68
H3K,H3K 1P1,71
H3K,H3K 1P2,72
H3K,H3K 1P4,68
H3K,H3K 1P5,67
H3K,H3K 1P6,67
H3K,H3K 1P7,67
H3K,H3K 1P9,68
H3K,H3K 1R1,68
H3K,H3K 1R2,68
H3K,H3K 1R3,64
H3K,H3K 1R4,64
H3K,H3K 1R5,66
H3K,H3K 1R6,66
H3K,H3K 1R7,64
H3K,H3K 1R8,69
H3K,H3K 1R9,67
H3K,H3K 1S1,61
H3K,H3K 1S2,67
H3K,H3K 1S3,66
H3K,H3K 1S4,66
H3K,H3K 1S5,66
H3K,H3K 1S6,69
H3K,H3K 1S7,67
H3K,H3K 1S8,68
H3K,H3K 1S9,67
H3K,H3K 1T1,68
H3K,H3K 1T2,67
H3K,H3K 1T3,67
H3K,H3K 1T4,67
H3K,H3K 1T5,68
H3K,H3K 1T6,68
H3K,H3K 1T7,68
H3K,H3K 1T8,61
H3K,H3K 1T9,61
H3K,H3K 1V1,62
H3K,H3K 1V4,53
H3K,H3K 1V6,59
H3K,H3K 1V7,64
H3K,H3K 1V9,60
H3K,H3K 1W1,61
H3K,H3K 1W2,61
H3K,H3K 1W3,59
H3K,H3K 1W4,59
H3K,H3K 1W5,59
H3K,H3K 1W6,59
H3K,H3K 1W7,58
H3K,H3K 1W8,58
H3K,H3K 1W9,58
H3K,H3K 1X1,62
H3K,H3K 1X2,57
H3K,H3K 1X3,62
H3K,H3K 1X4,64
H3K,H3K 1X5,67
H3K,H3K 1X6,62
H3K,H3K 1X7,69
H3K,H3K 1X8,71
H3K,H3K 1X9,57
H3K,H3K 1Y1,57
H3K,H3K 1Y2,57
H3K,H3K 1Y3,54
H3K,H3K 1Y4,47
H3K,H3K 1Y5,54
H3K,H3K 1Y6,47
H3K,H3K 1Y7,54
H3K,H3K 1Y9,54
H3K,H3K 1Z1,50
H3K,H3K 1Z2,53
H3K,H3K 1Z3,49
H3K,H3K 1Z4,53
H3K,H3K 1Z6,53
H3K,H3K 1Z7,53
H3K,H3K 1Z8,47
H3K,H3K 1Z9,57
H3K,H3K 2A1,47
H3K,H3K 2A2,46
H3K,H3K 2A3,38
H3K,H3K 2A4,38
H3K,H3K 2A5,40
H3K,H3K 2A6,45
H3K,H3K 2A7,40
H3K,H3K 2A8,45
H3K,H3K 2A9,42
H3K,H3K 2B3,35
H3K,H3K 2B4,35
H3K,H3K 2B5,39
H3K,H3K 2B7,64
H3K,H3K 2C3,42
H3K,H3K 2C7,50
H3K,H3K 2C8,65
H3K,H3K 2E3,64
H3K,H3K 2E4,59
H3K,H3K 2E6,59
H3K,H3K 2E7,64
H3K,H3K 2E9,64
H3K,H3K 2G1,65
H3K,H3K 2G2,65
H3K,H3K 2G3,64
H3K,H3K 2G5,67
H3K,H3K 2G6,60
H3K,H3K 2G7,60
H3K,H3K 2G8,64
H3K,H3K 2G9,64
H3K,H3K 2H1,64
H3K,H3K 2H2,69
H3K,H3K 2H3,47
H3K,H3K 2H4,54
H3K,H3K 2H5,61
H3K,H3K 2H6,64
H3K,H3K 2H7,47
H3K,H3K 2H8,42
H3K,H3K 2H9,54
H3K,H3K 2J1,61
H3K,H3K 2J2,61
H3K,H3K 2J3,64
H3K,H3K 2J4,64
H3K,H3K 2J5,68
H3K,H3K 2J6,69
H3K,H3K 2J7,69
H3K,H3K 2J8,71
H3K,H3K 2J9,69
H3K,H3K 2K2,71
H3K,H3K 2K4,71
H3K,H3K 2K7,45
H3K,H3K 2K8,42
H3K,H3K 2K9,54
H3K,H3K 2L1,54
H3K,H3K 2L2,64
H3K,H3K 2L3,54
H3K,H3K 2L4,70
H3K,H3K 2L5,68
H3K,H3K 2L6,70
H3K,H3K 2L7,70
H3K,H3K 2L8,30
H3K,H3K 2L9,36
H3K,H3K 2M1,50
H3K,H3K 2M2,45
H3K,H3K 2M3,54
H3K,H3K 2M4,54
H3K,H3K 2M5,54
H3K,H3K 2M6,50
H3K,H3K 2M8,71
H3K,H3K 2M9,70
H3K,H3K 2N1,75
H3K,H3K 2N2,75
H3K,H3K 2N3,75
H3K,H3K 2N4,74
H3K,H3K 2N5,74
H3K,H3K 2N8,34
H3K,H3K 2N9,40
H3K,H3K 2P2,45
H3K,H3K 2P3,45
H3K,H3K 2P4,54
H3K,H3K 2P5,53
H3K,H3K 2P6,61
H3K,H3K 2P7,54
H3K,H3K 2P8,61
H3K,H3K 2P9,67
H3K,H3K 2R1,36
H3K,H3K 2R2,49
H3K,H3K 2R3,45
H3K,H3K 2R4,53
H3K,H3K 2R5,53
H3K,H3K 2R6,53
H3K,H3K 2R7,53
H3K,H3K 2R8,61
H3K,H3K 2R9,61
H3K,H3K 2S1,57
H3K,H3K 2S2,53
H3K,H3K 2S3,57
H3K,H3K 2S4,57
H3K,H3K 2S5,61
H3K,H3K 2S6,62
H3K,H3K 2S7,66
H3K,H3K 2S8,62
H3K,H3K 2S9,67
H3K,H3K 2T1,67
H3K,H3K 2T2,67
H3K,H3K 2T3,66
H3K,H3K 2T4,67
H3K,H3K 2T5,66
H3K,H3K 2T6,66
H3K,H3K 2T7,70
H3K,H3K 2T8,66
H3K,H3K 2T9,70
H3K,H3K 2V1,70
H3K,H3K 2V2,70
H3K,H3K 2V3,71
H3K,H3K 2V4,73
H3K,H3K 2V5,73
H3K,H3K 2V6,73
H3K,H3K 2V7,73
H3K,H3K 2V8,75
H3K,H3K 2V9,76
H3K,H3K 2W1,75
H3K,H3K 2W2,76
H3K,H3K 2W3,76
H3K,H3K 2W4,72
H3K,H3K 2W5,72
H3K,H3K 2W6,75
H3K,H3K 2W7,73
H3K,H3K 2W8,75
H3K,H3K 2W9,75
H3K,H3K 2X1,76
H3K,H3K 2X2,77
H3K,H3K 2X3,78
H3K,H3K 2X4,78
H3K,H3K 2X5,68
H3K,H3K 2X6,69
H3K,H3K 2X7,68
H3K,H3K 2X8,69
H3K,H3K 2X9,68
H3K,H3K 2Y1,68
H3K,H3K 2Y2,68
H3K,H3K 2Y3,68
H3K,H3K 2Y4,69
H3K,H3K 2Y5,69
H3K,H3K 2Y6,69
H3K,H3K 2Y7,69
H3K,H3K 2Y8,69
H3K,H3K 2Y9,69
H3K,H3K 2Z1,72
H3K,H3K 2Z2,72
H3K,H3K 2Z3,73
H3K,H3K 2Z4,73
H3K,H3K 2Z6,77
H3K,H3K 2Z7,75
H3K,H3K 2Z8,75
H3K,H3K 2Z9,75
H3K,H3K 3A1,75
H3K,H3K 3A2,83
H3K,H3K 3A3,80
H3K,H3K 3A5,68
H3K,H3K 3A6,68
H3K,H3K 3A7,75
H3K,H3K 3A8,70
H3K,H3K 3A9,77
H3K,H3K 3B1,77
H3K,H3K 3B2,80
H3K,H3K 3B3,67
H3K,H3K 3B4,67
H3K,H3K 3C4,77
H3K,H3K 3C5,68
H3K,H3K 3C9,40
H3K,H3K 3E2,66
H3K,H3K 3E3,71
H3K,H3K 3E6,71
H3K,H3K 3E7,64
H3K,H3K 3E8,49
H3K,H3K 3E9,68
H3K,H3K 3G1,77
H3K,H3K 3G2,41
H3K,H3K 3G3,75
H3K,H3K 3G4,69
H3K,H3K 3G7,64
H3K,H3K 3G8,73
H3K,H3K 3G9,66
H3K,H3K 3H1,65
H3K,H3K 3H3,44
H3K,H3K 3H4,59
H3K,H3K 3H5,63
H3K,H3K 3H6,79
H3K,H3K 3H7,78
H3K,H3K 3H9,80
H3K,H3K 3J1,78
H3K,H3K 3J3,78
H3K,H3K 3J4,72
H3K,H3K 3J5,74
H3K,H3K 3J6,36
H3K,H3K 3J7,66
H3K,H3K 3J8,31
H3K,H3K 3J9,36
H3K,H3K 3K1,36
H3K,H3K 3K2,29
H3K,H3K 3K3,72
H3K,H3K 3K4,77
H3K,H3K 3K5,78
H3K,H3K 3K7,66
H3K,H3K 3K8,71
H3K,H3K 3K9,65
H3K,H3K 3L1,79
H3K,H3K 3L2,15
H3L,H3L 0A1,64
H3L,H3L 0A2,64
H3L,H3L 0A3,58
H3L,H3L 0A4,58
H3L,H3L 0A5,29
H3L,H3L 0A6,78
H3L,H3L 0A7,72
H3L,H3L 0A8,Walk
H3L,H3L 1A1,56
H3L,H3L 1A2,56
H3L,H3L 1A3,66
H3L,H3L 1A4,66
H3L,H3L 1A5,66
H3L,H3L 1A6,63
H3L,H3L 1A7,63
H3L,H3L 1A8,68
H3L,H3L 1A9,64
H3L,H3L 1B1,72
H3L,H3L 1B2,75
H3L,H3L 1B3,72
H3L,H3L 1B4,74
H3L,H3L 1B5,75
H3L,H3L 1B6,71
H3L,H3L 1B7,75
H3L,H3L 1B8,75
H3L,H3L 1B9,75
H3L,H3L 1C1,75
H3L,H3L 1C2,77
H3L,H3L 1C3,77
H3L,H3L 1C4,78
H3L,H3L 1C5,77
H3L,H3L 1C6,80
H3L,H3L 1C7,80
H3L,H3L 1C8,78
H3L,H3L 1C9,78
H3L,H3L 1E1,78
H3L,H3L 1E2,78
H3L,H3L 1E3,81
H3L,H3L 1E4,81
H3L,H3L 1E5,82
H3L,H3L 1E6,81
H3L,H3L 1E7,79
H3L,H3L 1E8,81
H3L,H3L 1E9,81
H3L,H3L 1G1,79
H3L,H3L 1G2,79
H3L,H3L 1G3,78
H3L,H3L 1G4,78
H3L,H3L 1G5,82
H3L,H3L 1G6,82
H3L,H3L 1G7,75
H3L,H3L 1G8,71
H3L,H3L 1G9,77
H3L,H3L 1H1,75
H3L,H3L 1H2,72
H3L,H3L 1H3,72
H3L,H3L 1H4,71
H3L,H3L 1H5,67
H3L,H3L 1H6,67
H3L,H3L 1H7,69
H3L,H3L 1H9,50
H3L,H3L 1J1,62
H3L,H3L 1J2,58
H3L,H3L 1J3,50
H3L,H3L 1J4,47
H3L,H3L 1J5,51
H3L,H3L 1J6,47
H3L,H3L 1J7,40
H3L,H3L 1J8,44
H3L,H3L 1J9,40
H3L,H3L 1K1,35
H3L,H3L 1K2,40
H3L,H3L 1K3,35
H3L,H3L 1K4,32
H3L,H3L 1K5,28
H3L,H3L 1K6,36
H3L,H3L 1K7,39
H3L,H3L 1K8,39
H3L,H3L 1K9,36
H3L,H3L 1L1,41
H3L,H3L 1L2,40
H3L,H3L 1L3,47
H3L,H3L 1L4,47
H3L,H3L 1L5,32
H3L,H3L 1L6,33
H3L,H3L 1L7,33
H3L,H3L 1L8,42
H3L,H3L 1L9,36
H3L,H3L 1M1,52
H3L,H3L 1M2,53
H3L,H3L 1M3,53
H3L,H3L 1M4,68
H3L,H3L 1M5,68
H3L,H3L 1M6,74
H3L,H3L 1M7,74
H3L,H3L 1M8,70
H3L,H3L 1M9,70
H3L,H3L 1N1,70
H3L,H3L 1N2,70
H3L,H3L 1N3,70
H3L,H3L 1N4,62
H3L,H3L 1N5,66
H3L,H3L 1N6,69
H3L,H3L 1N7,66
H3L,H3L 1N8,66
H3L,H3L 1N9,66
H3L,H3L 1P1,64
H3L,H3L 1P2,64
H3L,H3L 1P3,43
H3L,H3L 1P4,61
H3L,H3L 1P5,55
H3L,H3L 1P6,76
H3L,H3L 1P7,76
H3L,H3L 1P8,78
H3L,H3L 1P9,78
H3L,H3L 1R1,77
H3L,H3L 1R2,77
H3L,H3L 1R3,77
H3L,H3L 1R4,77
H3L,H3L 1R5,77
H3L,H3L 1R6,75
H3L,H3L 1R7,75
H3L,H3L 1R8,75
H3L,H3L 1R9,71
H3L,H3L 1S1,71
H3L,H3L 1S2,71
H3L,H3L 1S3,71
H3L,H3L 1S4,65
H3L,H3L 1S5,82
H3L,H3L 1S6,79
H3L,H3L 1S7,81
H3L,H3L 1S8,81
H3L,H3L 1T1,79
H3L,H3L 1T2,81
H3L,H3L 1T3,79
H3L,H3L 1T4,78
H3L,H3L 1T5,78
H3L,H3L 1T6,78
H3L,H3L 1T7,75
H3L,H3L 1T8,78
H3L,H3L 1V1,74
H3L,H3L 1V2,74
H3L,H3L 1V3,73
H3L,H3L 1V4,74
H3L,H3L 1V5,73
H3L,H3L 1V6,73
H3L,H3L 1V7,73
H3L,H3L 1V8,73
H3L,H3L 1V9,73
H3L,H3L 1W1,70
H3L,H3L 1W2,71
H3L,H3L 1W3,67
H3L,H3L 1W4,71
H3L,H3L 1W5,67
H3L,H3L 1W6,70
H3L,H3L 1W7,70
H3L,H3L 1W8,66
H3L,H3L 1W9,67
H3L,H3L 1X1,79
H3L,H3L 1X2,78
H3L,H3L 1X3,78
H3L,H3L 1X4,78
H3L,H3L 1X5,76
H3L,H3L 1X6,75
H3L,H3L 1X7,75
H3L,H3L 1X8,75
H3L,H3L 1X9,75
H3L,H3L 1Y1,71
H3L,H3L 1Y2,76
H3L,H3L 1Y3,76
H3L,H3L 1Y4,73
H3L,H3L 1Y6,73
H3L,H3L 1Y7,73
H3L,H3L 1Y9,69
H3L,H3L 1Z2,69
H3L,H3L 1Z3,71
H3L,H3L 1Z4,67
H3L,H3L 1Z6,71
H3L,H3L 1Z7,71
H3L,H3L 1Z8,71
H3L,H3L 2A3,72
H3L,H3L 2A4,69
H3L,H3L 2A5,70
H3L,H3L 2A6,68
H3L,H3L 2A7,69
H3L,H3L 2A8,69
H3L,H3L 2B3,66
H3L,H3L 2B4,61
H3L,H3L 2B5,66
H3L,H3L 2B6,61
H3L,H3L 2B7,64
H3L,H3L 2B8,66
H3L,H3L 2C1,64
H3L,H3L 2C2,67
H3L,H3L 2C3,66
H3L,H3L 2C4,81
H3L,H3L 2C5,62
H3L,H3L 2C6,70
H3L,H3L 2C7,67
H3L,H3L 2C8,65
H3L,H3L 2C9,68
H3L,H3L 2E1,68
H3L,H3L 2E2,79
H3L,H3L 2E3,79
H3L,H3L 2E4,82
H3L,H3L 2E5,80
H3L,H3L 2E6,81
H3L,H3L 2E7,77
H3L,H3L 2E8,77
H3L,H3L 2E9,77
H3L,H3L 2G1,77
H3L,H3L 2G2,69
H3L,H3L 2G3,69
H3L,H3L 2G4,71
H3L,H3L 2G5,68
H3L,H3L 2G6,75
H3L,H3L 2G7,75
H3L,H3L 2G8,81
H3L,H3L 2G9,80
H3L,H3L 2H1,80
H3L,H3L 2H2,80
H3L,H3L 2H3,75
H3L,H3L 2H4,75
H3L,H3L 2H5,72
H3L,H3L 2H6,73
H3L,H3L 2H7,72
H3L,H3L 2H8,67
H3L,H3L 2H9,78
H3L,H3L 2J1,77
H3L,H3L 2J2,79
H3L,H3L 2J3,80
H3L,H3L 2J4,78
H3L,H3L 2J5,72
H3L,H3L 2J6,75
H3L,H3L 2J7,72
H3L,H3L 2J8,72
H3L,H3L 2J9,66
H3L,H3L 2K1,72
H3L,H3L 2K2,67
H3L,H3L 2K3,77
H3L,H3L 2K4,77
H3L,H3L 2K5,78
H3L,H3L 2K6,76
H3L,H3L 2K7,72
H3L,H3L 2K8,72
H3L,H3L 2K9,64
H3L,H3L 2L1,71
H3L,H3L 2L2,78
H3L,H3L 2L3,75
H3L,H3L 2L4,79
H3L,H3L 2L5,79
H3L,H3L 2L6,76
H3L,H3L 2L7,78
H3L,H3L 2L8,68
H3L,H3L 2L9,66
H3L,H3L 2M1,81
H3L,H3L 2M2,78
H3L,H3L 2M3,79
H3L,H3L 2M4,79
H3L,H3L 2M5,75
H3L,H3L 2M6,75
H3L,H3L 2M7,66
H3L,H3L 2M8,71
H3L,H3L 2M9,73
H3L,H3L 2N1,72
H3L,H3L 2N3,74
H3L,H3L 2N4,75
H3L,H3L 2N5,79
H3L,H3L 2N6,81
H3L,H3L 2N7,79
H3L,H3L 2N8,80
H3L,H3L 2P1,78
H3L,H3L 2P2,82
H3L,H3L 2P3,79
H3L,H3L 2P4,78
H3L,H3L 2P5,75
H3L,H3L 2P6,76
H3L,H3L 2P7,74
H3L,H3L 2P8,66
H3L,H3L 2P9,68
H3L,H3L 2R1,57
H3L,H3L 2R2,57
H3L,H3L 2R3,74
H3L,H3L 2R5,74
H3L,H3L 2R6,76
H3L,H3L 2R7,76
H3L,H3L 2R8,80
H3L,H3L 2R9,81
H3L,H3L 2S1,79
H3L,H3L 2S2,79
H3L,H3L 2S3,79
H3L,H3L 2S4,76
H3L,H3L 2S5,78
H3L,H3L 2S6,76
H3L,H3L 2S7,62
H3L,H3L 2S8,74
H3L,H3L 2S9,68
H3L,H3L 2T1,68
H3L,H3L 2T2,69
H3L,H3L 2T3,69
H3L,H3L 2T4,76
H3L,H3L 2T5,76
H3L,H3L 2T6,78
H3L,H3L 2T7,78
H3L,H3L 2T8,79
H3L,H3L 2T9,77
H3L,H3L 2V1,74
H3L,H3L 2V2,76
H3L,H3L 2V3,63
H3L,H3L 2V4,63
H3L,H3L 2V5,68
H3L,H3L 2V6,67
H3L,H3L 2V7,68
H3L,H3L 2V8,73
H3L,H3L 2V9,76
H3L,H3L 2W1,78
H3L,H3L 2W2,78
H3L,H3L 2W3,77
H3L,H3L 2W4,76
H3L,H3L 2W5,74
H3L,H3L 2W6,74
H3L,H3L 2W7,63
H3L,H3L 2W8,63
H3L,H3L 2W9,42
H3L,H3L 2X1,47
H3L,H3L 2X2,67
H3L,H3L 2X4,36
H3L,H3L 2X5,67
H3L,H3L 2X6,73
H3L,H3L 2X7,73
H3L,H3L 2X8,75
H3L,H3L 2X9,78
H3L,H3L 2Y1,76
H3L,H3L 2Y2,76
H3L,H3L 2Y3,74
H3L,H3L 2Y4,77
H3L,H3L 2Y5,56
H3L,H3L 2Y6,58
H3L,H3L 2Y7,67
H3L,H3L 2Y8,67
H3L,H3L 2Y9,75
H3L,H3L 2Z1,75
H3L,H3L 2Z2,75
H3L,H3L 2Z3,76
H3L,H3L 2Z4,76
H3L,H3L 2Z5,58
H3L,H3L 2Z6,58
H3L,H3L 2Z7,67
H3L,H3L 2Z8,64
H3L,H3L 3A1,71
H3L,H3L 3A2,72
H3L,H3L 3A3,71
H3L,H3L 3A4,71
H3L,H3L 3A5,69
H3L,H3L 3A6,72
H3L,H3L 3A7,60
H3L,H3L 3A8,58
H3L,H3L 3A9,48
H3L,H3L 3B1,40
H3L,H3L 3B2,36
H3L,H3L 3B3,61
H3L,H3L 3B4,67
H3L,H3L 3B6,64
H3L,H3L 3B7,72
H3L,H3L 3B8,72
H3L,H3L 3B9,71
H3L,H3L 3C1,71
H3L,H3L 3C2,68
H3L,H3L 3C3,68
H3L,H3L 3C4,60
H3L,H3L 3C5,60
H3L,H3L 3C6,44
H3L,H3L 3C7,48
H3L,H3L 3C8,36
H3L,H3L 3C9,40
H3L,H3L 3E1,67
H3L,H3L 3E2,67
H3L,H3L 3E3,64
H3L,H3L 3E4,72
H3L,H3L 3E5,71
H3L,H3L 3E6,71
H3L,H3L 3E7,68
H3L,H3L 3E8,68
H3L,H3L 3E9,60
H3L,H3L 3G1,60
H3L,H3L 3G2,48
H3L,H3L 3G3,44
H3L,H3L 3G4,40
H3L,H3L 3G5,35
H3L,H3L 3G6,70
H3L,H3L 3G7,65
H3L,H3L 3G8,71
H3L,H3L 3G9,68
H3L,H3L 3H1,68
H3L,H3L 3H2,36
H3L,H3L 3H3,59
H3L,H3L 3H4,48
H3L,H3L 3H5,40
H3L,H3L 3H6,25
H3L,H3L 3H7,32
H3L,H3L 3H8,65
H3L,H3L 3H9,65
H3L,H3L 3J1,66
H3L,H3L 3J2,63
H3L,H3L 3J4,70
H3L,H3L 3J5,62
H3L,H3L 3J6,67
H3L,H3L 3J7,68
H3L,H3L 3J8,66
H3L,H3L 3J9,71
H3L,H3L 3K1,66
H3L,H3L 3K2,66
H3L,H3L 3K3,63
H3L,H3L 3K4,63
H3L,H3L 3K5,66
H3L,H3L 3K6,55
H3L,H3L 3K7,63
H3L,H3L 3K8,66
H3L,H3L 3K9,71
H3L,H3L 3L1,66
H3L,H3L 3L2,58
H3L,H3L 3L3,66
H3L,H3L 3L4,58
H3L,H3L 3L5,58
H3L,H3L 3L6,25
H3L,H3L 3L7,39
H3L,H3L 3L8,31
H3L,H3L 3L9,37
H3L,H3L 3M1,40
H3L,H3L 3M2,40
H3L,H3L 3M3,36
H3L,H3L 3M4,33
H3L,H3L 3M5,31
H3L,H3L 3M7,32
H3L,H3L 3M8,33
H3L,H3L 3M9,33
H3L,H3L 3N1,66
H3L,H3L 3N2,74
H3L,H3L 3N3,74
H3L,H3L 3N4,74
H3L,H3L 3N5,58
H3L,H3L 3N6,58
H3L,H3L 3N7,58
H3L,H3L 3N8,58
H3L,H3L 3N9,58
H3L,H3L 3P1,58
H3L,H3L 3P2,58
H3L,H3L 3P3,58
H3L,H3L 3P4,58
H3L,H3L 3P9,76
H3L,H3L 3R1,58
H3L,H3L 3R4,37
H3L,H3L 3R5,67
H3L,H3L 3R7,75
H3L,H3L 3R8,70
H3L,H3L 3R9,75
H3L,H3L 3S1,74
H3L,H3L 3S5,48
H3L,H3L 3S7,37
H3L,H3L 3S8,75
H3L,H3L 3S9,60
H3L,H3L 3T1,69
H3L,H3L 3T2,29
H3L,H3L 3T3,70
H3L,H3L 3T4,80
H3L,H3L 3T5,64
H3L,H3L 3T6,78
H3L,H3L 3T7,68
H3L,H3L 3T8,78
H3L,H3L 3V1,58
H3L,H3L 3V2,58
H3L,H3L 3V3,58
H3L,H3L 3V4,58
H3L,H3L 3V5,58
H3L,H3L 3V6,58
H3L,H3L 3V7,58
H3L,H3L 3V8,58
H3L,H3L 3V9,71
H3L,H3L 3W1,58
H3L,H3L 3W2,58
H3L,H3L 3W3,39
H3L,H3L 3W4,24
H3L,H3L 3W5,58
H3L,H3L 3W6,58
H3L,H3L 3W7,29
H3L,H3L 3W8,58
H3L,H3L 3W9,58
H3L,H3L 3X1,78
H3M,H3M 0A1,50
H3M,H3M 0A2,58
H3M,H3M 0A3,54
H3M,H3M 1A1,37
H3M,H3M 1A2,31
H3M,H3M 1A4,40
H3M,H3M 1A5,40
H3M,H3M 1A6,39
H3M,H3M 1A7,39
H3M,H3M 1A8,35
H3M,H3M 1A9,39
H3M,H3M 1B1,40
H3M,H3M 1B2,40
H3M,H3M 1B3,40
H3M,H3M 1B4,40
H3M,H3M 1B5,32
H3M,H3M 1B6,39
H3M,H3M 1B7,37
H3M,H3M 1B8,40
H3M,H3M 1B9,44
H3M,H3M 1C1,44
H3M,H3M 1C2,44
H3M,H3M 1C3,40
H3M,H3M 1C4,44
H3M,H3M 1C5,43
H3M,H3M 1C6,43
H3M,H3M 1C7,37
H3M,H3M 1C8,37
H3M,H3M 1C9,42
H3M,H3M 1E1,43
H3M,H3M 1E2,40
H3M,H3M 1E3,42
H3M,H3M 1E4,42
H3M,H3M 1E5,48
H3M,H3M 1E6,50
H3M,H3M 1E7,42
H3M,H3M 1E8,45
H3M,H3M 1G1,45
H3M,H3M 1G2,45
H3M,H3M 1G3,45
H3M,H3M 1G4,45
H3M,H3M 1G5,49
H3M,H3M 1G6,49
H3M,H3M 1G7,49
H3M,H3M 1G8,51
H3M,H3M 1G9,49
H3M,H3M 1H1,50
H3M,H3M 1H2,54
H3M,H3M 1H3,54
H3M,H3M 1H4,54
H3M,H3M 1H5,54
H3M,H3M 1H6,59
H3M,H3M 1H7,50
H3M,H3M 1H8,50
H3M,H3M 1H9,51
H3M,H3M 1J1,60
H3M,H3M 1J2,53
H3M,H3M 1J3,54
H3M,H3M 1J4,54
H3M,H3M 1J5,59
H3M,H3M 1J6,59
H3M,H3M 1J7,59
H3M,H3M 1J8,52
H3M,H3M 1J9,53
H3M,H3M 1K1,52
H3M,H3M 1K2,56
H3M,H3M 1K3,52
H3M,H3M 1K4,56
H3M,H3M 1K5,56
H3M,H3M 1K6,59
H3M,H3M 1K7,59
H3M,H3M 1K8,59
H3M,H3M 1K9,65
H3M,H3M 1L1,54
H3M,H3M 1L2,65
H3M,H3M 1L3,59
H3M,H3M 1L4,51
H3M,H3M 1L5,63
H3M,H3M 1L6,67
H3M,H3M 1L7,67
H3M,H3M 1L8,67
H3M,H3M 1L9,55
H3M,H3M 1M1,55
H3M,H3M 1M2,61
H3M,H3M 1M3,60
H3M,H3M 1M4,61
H3M,H3M 1M5,64
H3M,H3M 1M6,62
H3M,H3M 1M7,67
H3M,H3M 1M8,67
H3M,H3M 1M9,67
H3M,H3M 1N1,67
H3M,H3M 1N2,68
H3M,H3M 1N3,68
H3M,H3M 1N4,67
H3M,H3M 1N5,67
H3M,H3M 1N6,64
H3M,H3M 1N7,58
H3M,H3M 1N8,64
H3M,H3M 1N9,64
H3M,H3M 1P1,64
H3M,H3M 1P2,64
H3M,H3M 1P3,60
H3M,H3M 1P4,62
H3M,H3M 1P5,64
H3M,H3M 1P6,49
H3M,H3M 1P7,49
H3M,H3M 1P8,49
H3M,H3M 1P9,49
H3M,H3M 1R1,53
H3M,H3M 1R2,56
H3M,H3M 1R3,57
H3M,H3M 1R4,62
H3M,H3M 1R5,62
H3M,H3M 1R6,63
H3M,H3M 1R7,63
H3M,H3M 1R8,62
H3M,H3M 1R9,56
H3M,H3M 1S1,58
H3M,H3M 1S2,57
H3M,H3M 1S3,63
H3M,H3M 1S4,55
H3M,H3M 1S5,56
H3M,H3M 1S6,51
H3M,H3M 1S7,56
H3M,H3M 1S8,52
H3M,H3M 1S9,52
H3M,H3M 1T1,57
H3M,H3M 1T2,53
H3M,H3M 1T3,53
H3M,H3M 1T4,45
H3M,H3M 1T5,45
H3M,H3M 1T6,53
H3M,H3M 1T7,52
H3M,H3M 1T8,52
H3M,H3M 1T9,52
H3M,H3M 1V1,45
H3M,H3M 1V2,45
H3M,H3M 1V3,42
H3M,H3M 1V4,43
H3M,H3M 1V5,43
H3M,H3M 1V6,36
H3M,H3M 1V7,36
H3M,H3M 1V8,42
H3M,H3M 1V9,42
H3M,H3M 1W1,42
H3M,H3M 1W2,38
H3M,H3M 1W3,34
H3M,H3M 1W4,34
H3M,H3M 1W5,36
H3M,H3M 1W6,36
H3M,H3M 1W7,43
H3M,H3M 1W8,36
H3M,H3M 1W9,34
H3M,H3M 1X1,34
H3M,H3M 1X2,36
H3M,H3M 1X3,31
H3M,H3M 1X4,36
H3M,H3M 1X5,34
