Postal Code,ZIP_CIDE,Walk_Score
H1N,H1N 3J1,68
H1N,H1N 3J2,68
H1N,H1N 3J3,8
H1N,H1N 3J4,38
H1N,H1N 3J5,47
H1N,H1N 3J6,61
H1N,H1N 3J7,61
H1N,H1N 3J8,63
H1N,H1N 3J9,70
H1N,H1N 3K1,18
H1N,H1N 3K5,38
H1N,H1N 3K8,76
H1N,H1N 3K9,76
H1N,H1N 3L1,76
H1N,H1N 3L3,76
H1N,H1N 3L4,76
H1N,H1N 3L5,76
H1N,H1N 3L6,12
H1N,H1N 3L7,54
H1N,H1N 3M1,72
H1N,H1N 3M4,72
H1N,H1N 3M5,42
H1N,H1N 3M7,3
H1N,H1N 3N2,56
H1N,H1N 3N3,62
H1N,H1N 3N4,68
H1N,H1N 3N6,77
H1N,H1N 3N7,70
H1N,H1N 3N9,68
H1N,H1N 3P1,5
H1N,H1N 3P2,43
H1N,H1N 3P3,15
H1N,H1N 3P4,36
H1N,H1N 3P5,13
H1N,H1N 3P6,76
H1N,H1N 3P7,54
H1N,H1N 3P8,43
H1N,H1N 3P9,63
H1N,H1N 3R1,63
H1N,H1N 3R2,76
H1N,H1N 3R3,69
H1N,H1N 3R5,74
H1N,H1N 3R6,44
H1N,H1N 3R7,44
H1N,H1N 3R8,8
H1N,H1N 3R9,76
H1N,H1N 3S4,51
H1N,H1N 3S7,17
H1N,H1N 3S8,60
H1N,H1N 3S9,6
H1N,H1N 3T1,68
H1N,H1N 3T2,12
H1N,H1N 3T3,19
H1N,H1N 3T4,17
H1N,H1N 3T5,8
H1N,H1N 3T6,19
H1N,H1N 3T7,10
H1N,H1N 3T8,76
H1N,H1N 3T9,76
H1N,H1N 3V2,42
H1N,H1N 3V3,14
H1N,H1N 3V5,36
H1N,H1N 3V7,51
H1N,H1N 3V9,23
H1N,H1N 3W1,74
H1N,H1N 3W2,13
H1N,H1N 3W3,76
H1N,H1N 3W5,12
H1N,H1N 3W6,68
H1N,H1N 3W7,62
H1N,H1N 3W8,62
H1N,H1N 3W9,61
H1N,H1N 3X1,68
H1N,H1N 3X2,69
H1N,H1N 3X3,57
H1N,H1N 3X4,57
H1N,H1N 3X5,57
H1N,H1N 3X6,53
H1N,H1N 5L5,64
H1P,H1P 0A1,34
H1P,H1P 0A3,47
H1P,H1P 0A4,49
H1P,H1P 1A1,31
H1P,H1P 1A2,55
H1P,H1P 1A5,39
H1P,H1P 1A7,61
H1P,H1P 1A8,61
H1P,H1P 1A9,39
H1P,H1P 1B2,52
H1P,H1P 1B3,39
H1P,H1P 1B4,56
H1P,H1P 1B5,43
H1P,H1P 1B6,43
H1P,H1P 1B7,41
H1P,H1P 1B8,43
H1P,H1P 1B9,43
H1P,H1P 1C1,50
H1P,H1P 1C2,50
H1P,H1P 1C3,50
H1P,H1P 1C4,55
H1P,H1P 1C5,47
H1P,H1P 1C6,47
H1P,H1P 1C7,47
H1P,H1P 1C8,46
H1P,H1P 1C9,51
H1P,H1P 1E1,60
H1P,H1P 1E4,60
H1P,H1P 1E5,58
H1P,H1P 1E6,57
H1P,H1P 1E7,57
H1P,H1P 1E8,46
H1P,H1P 1E9,46
H1P,H1P 1G1,51
H1P,H1P 1G2,54
H1P,H1P 1G3,57
H1P,H1P 1G4,51
H1P,H1P 1G5,53
H1P,H1P 1G6,47
H1P,H1P 1G7,47
H1P,H1P 1G8,51
H1P,H1P 1G9,47
H1P,H1P 1H1,51
H1P,H1P 1H2,52
H1P,H1P 1H3,50
H1P,H1P 1H4,52
H1P,H1P 1H5,58
H1P,H1P 1H6,54
H1P,H1P 1H7,60
H1P,H1P 1H8,64
H1P,H1P 1H9,52
H1P,H1P 1J1,52
H1P,H1P 1J2,54
H1P,H1P 1J3,57
H1P,H1P 1J4,58
H1P,H1P 1J5,58
H1P,H1P 1J6,59
H1P,H1P 1J7,59
H1P,H1P 1J9,55
H1P,H1P 1K1,58
H1P,H1P 1K2,54
H1P,H1P 1K3,54
H1P,H1P 1K4,57
H1P,H1P 1K5,57
H1P,H1P 1K6,56
H1P,H1P 1K7,57
H1P,H1P 1K8,57
H1P,H1P 1K9,64
H1P,H1P 1L1,66
H1P,H1P 1L2,66
H1P,H1P 1L3,62
H1P,H1P 1L4,64
H1P,H1P 1L5,64
H1P,H1P 1L6,56
H1P,H1P 1L7,56
H1P,H1P 1L8,55
H1P,H1P 1L9,55
H1P,H1P 1M1,57
H1P,H1P 1M2,66
H1P,H1P 1M3,72
H1P,H1P 1M4,66
H1P,H1P 1M5,64
H1P,H1P 1M6,66
H1P,H1P 1M7,66
H1P,H1P 1M8,66
H1P,H1P 1M9,56
H1P,H1P 1N1,57
H1P,H1P 1N2,58
H1P,H1P 1N3,57
H1P,H1P 1N4,54
H1P,H1P 1N5,57
H1P,H1P 1N6,55
H1P,H1P 1N8,55
H1P,H1P 1N9,55
H1P,H1P 1P1,55
H1P,H1P 1P2,54
H1P,H1P 1P3,54
H1P,H1P 1P4,54
H1P,H1P 1P5,68
H1P,H1P 1P6,61
H1P,H1P 1P7,55
H1P,H1P 1P8,55
H1P,H1P 1P9,53
H1P,H1P 1R1,75
H1P,H1P 1R2,68
H1P,H1P 1R3,68
H1P,H1P 1R4,68
H1P,H1P 1R5,61
H1P,H1P 1R6,51
H1P,H1P 1R7,55
H1P,H1P 1R8,53
H1P,H1P 1R9,66
H1P,H1P 1S1,61
H1P,H1P 1S2,58
H1P,H1P 1S3,53
H1P,H1P 1S4,65
H1P,H1P 1S5,66
H1P,H1P 1S6,61
H1P,H1P 1S7,56
H1P,H1P 1S8,56
H1P,H1P 1S9,58
H1P,H1P 1T1,61
H1P,H1P 1T2,58
H1P,H1P 1T3,58
H1P,H1P 1T4,58
H1P,H1P 1T5,51
H1P,H1P 1T6,54
H1P,H1P 1T7,56
H1P,H1P 1T8,78
H1P,H1P 1T9,77
H1P,H1P 1V1,78
H1P,H1P 1V2,74
H1P,H1P 1V3,74
H1P,H1P 1V4,61
H1P,H1P 1V5,65
H1P,H1P 1V6,65
H1P,H1P 1V7,64
H1P,H1P 1V9,51
H1P,H1P 1W1,61
H1P,H1P 1W2,65
H1P,H1P 1W3,60
H1P,H1P 1W5,65
H1P,H1P 1W6,55
H1P,H1P 1W7,56
H1P,H1P 1W8,63
H1P,H1P 1W9,63
H1P,H1P 1X1,63
H1P,H1P 1X2,66
H1P,H1P 1X3,62
H1P,H1P 1X5,55
H1P,H1P 1X7,46
H1P,H1P 1X8,48
H1P,H1P 1X9,57
H1P,H1P 1Y1,54
H1P,H1P 1Y3,47
H1P,H1P 1Y4,54
H1P,H1P 1Y5,56
H1P,H1P 1Y6,58
H1P,H1P 1Y8,70
H1P,H1P 1Y9,58
H1P,H1P 1Z1,55
H1P,H1P 1Z3,42
H1P,H1P 1Z7,34
H1P,H1P 1Z8,42
H1P,H1P 1Z9,42
H1P,H1P 2A1,58
H1P,H1P 2A2,52
H1P,H1P 2A3,51
H1P,H1P 2A4,55
H1P,H1P 2A6,55
H1P,H1P 2A7,60
H1P,H1P 2A8,60
H1P,H1P 2A9,55
H1P,H1P 2B1,55
H1P,H1P 2B3,59
H1P,H1P 2B4,59
H1P,H1P 2B5,57
H1P,H1P 2B6,60
H1P,H1P 2B7,59
H1P,H1P 2B8,55
H1P,H1P 2B9,59
H1P,H1P 2C1,57
H1P,H1P 2C2,58
H1P,H1P 2C3,58
H1P,H1P 2C4,57
H1P,H1P 2C5,58
H1P,H1P 2C6,57
H1P,H1P 2C8,55
H1P,H1P 2C9,60
H1P,H1P 2E1,47
H1P,H1P 2E3,54
H1P,H1P 2E4,54
H1P,H1P 2E5,53
H1P,H1P 2E6,47
H1P,H1P 2E7,53
H1P,H1P 2E8,53
H1P,H1P 2E9,53
H1P,H1P 2G1,53
H1P,H1P 2G2,54
H1P,H1P 2G3,54
H1P,H1P 2G4,54
H1P,H1P 2G5,53
H1P,H1P 2G6,51
H1P,H1P 2G7,54
H1P,H1P 2G8,54
H1P,H1P 2G9,57
H1P,H1P 2H1,40
H1P,H1P 2H2,56
H1P,H1P 2H3,54
H1P,H1P 2H4,53
H1P,H1P 2H5,54
H1P,H1P 2H6,40
H1P,H1P 2H7,40
H1P,H1P 2H8,51
H1P,H1P 2H9,54
H1P,H1P 2J1,55
H1P,H1P 2J2,53
H1P,H1P 2J3,53
H1P,H1P 2J4,61
H1P,H1P 2J5,61
H1P,H1P 2J6,40
H1P,H1P 2J7,39
H1P,H1P 2J8,60
H1P,H1P 2J9,54
H1P,H1P 2K1,51
H1P,H1P 2K2,34
H1P,H1P 2K3,34
H1P,H1P 2K4,57
H1P,H1P 2K5,57
H1P,H1P 2K6,53
H1P,H1P 2K7,54
H1P,H1P 2K8,60
H1P,H1P 2K9,57
H1P,H1P 2L1,59
H1P,H1P 2L2,55
H1P,H1P 2L3,54
H1P,H1P 2L4,53
H1P,H1P 2L5,34
H1P,H1P 2L6,48
H1P,H1P 2L7,48
H1P,H1P 2L8,52
H1P,H1P 2L9,46
H1P,H1P 2M1,45
H1P,H1P 2M2,43
H1P,H1P 2M3,62
H1P,H1P 2M4,48
H1P,H1P 2M5,59
H1P,H1P 2M6,55
H1P,H1P 2M7,55
H1P,H1P 2M8,51
H1P,H1P 2M9,62
H1P,H1P 2N1,50
H1P,H1P 2N2,46
H1P,H1P 2N3,49
H1P,H1P 2N4,49
H1P,H1P 2N5,62
H1P,H1P 2N6,62
H1P,H1P 2N7,65
H1P,H1P 2N8,61
H1P,H1P 2N9,61
H1P,H1P 2P1,62
H1P,H1P 2P2,50
H1P,H1P 2P3,55
H1P,H1P 2P4,49
H1P,H1P 2P5,62
H1P,H1P 2P6,58
H1P,H1P 2P7,62
H1P,H1P 2P8,61
H1P,H1P 2P9,61
H1P,H1P 2R1,62
H1P,H1P 2R2,62
H1P,H1P 2R3,60
H1P,H1P 2R4,54
H1P,H1P 2R5,60
H1P,H1P 2R6,54
H1P,H1P 2R7,60
H1P,H1P 2R8,50
H1P,H1P 2R9,50
H1P,H1P 2S1,66
H1P,H1P 2S2,74
H1P,H1P 2S3,66
H1P,H1P 2S4,68
H1P,H1P 2S5,71
H1P,H1P 2S6,61
H1P,H1P 2S7,61
H1P,H1P 2S8,60
H1P,H1P 2S9,64
H1P,H1P 2T1,60
H1P,H1P 2T2,68
H1P,H1P 2T3,74
H1P,H1P 2T4,74
H1P,H1P 2T5,71
H1P,H1P 2T6,71
H1P,H1P 2T7,66
H1P,H1P 2T8,66
H1P,H1P 2T9,66
H1P,H1P 2V1,74
H1P,H1P 2V2,75
H1P,H1P 2V3,66
H1P,H1P 2V4,66
H1P,H1P 2V5,77
H1P,H1P 2V6,77
H1P,H1P 2V7,51
H1P,H1P 2V8,20
H1P,H1P 2V9,39
H1P,H1P 2W1,77
H1P,H1P 2W2,58
H1P,H1P 2W3,54
H1P,H1P 2W4,47
H1P,H1P 2W5,40
H1P,H1P 2W6,43
H1P,H1P 2W7,54
H1P,H1P 2W8,51
H1P,H1P 2W9,66
H1P,H1P 2X1,39
H1P,H1P 2X2,47
H1P,H1P 2X3,34
H1P,H1P 2X4,36
H1P,H1P 2X6,71
H1P,H1P 2X7,53
H1P,H1P 2X8,47
H1P,H1P 2X9,49
H1P,H1P 2Y1,47
H1P,H1P 2Y2,46
H1P,H1P 2Y3,48
H1P,H1P 2Y4,48
H1P,H1P 2Y5,48
H1P,H1P 2Y6,46
H1P,H1P 2Y7,58
H1P,H1P 2Y8,52
H1P,H1P 2Y9,42
H1P,H1P 2Z1,49
H1P,H1P 2Z2,47
H1P,H1P 2Z3,52
H1P,H1P 2Z4,58
H1P,H1P 2Z5,49
H1P,H1P 2Z6,47
H1P,H1P 2Z7,54
H1P,H1P 2Z8,46
H1P,H1P 2Z9,41
H1P,H1P 3A1,57
H1P,H1P 3A3,58
H1P,H1P 3A4,65
H1P,H1P 3A6,49
H1P,H1P 3A8,54
H1P,H1P 3A9,44
H1P,H1P 3B1,54
H1P,H1P 3B2,61
H1P,H1P 3B3,61
H1P,H1P 3B4,43
H1P,H1P 3B5,56
H1P,H1P 3B7,68
H1P,H1P 3B8,44
H1P,H1P 3B9,55
H1P,H1P 3C1,52
H1P,H1P 3C2,62
H1P,H1P 3C3,60
H1P,H1P 3C4,48
H1P,H1P 3C5,58
H1P,H1P 3C6,58
H1P,H1P 3C7,68
H1P,H1P 3C8,53
H1P,H1P 3C9,53
H1P,H1P 3E1,50
H1P,H1P 3E2,62
H1P,H1P 3E3,47
H1P,H1P 3E4,43
H1P,H1P 3E5,48
H1P,H1P 3E6,53
H1P,H1P 3E9,68
H1P,H1P 3G1,54
H1P,H1P 3G4,54
H1P,H1P 3G5,61
H1P,H1P 3G6,57
H1P,H1P 3G7,49
H1P,H1P 3G8,34
H1P,H1P 3G9,55
H1P,H1P 3H1,65
H1P,H1P 3H2,58
H1P,H1P 3H3,39
H1P,H1P 3H6,55
H1P,H1P 3H7,44
H1P,H1P 3H8,42
H1P,H1P 3J3,52
H1P,H1P 3J4,68
H1P,H1P 3J5,44
H1P,H1P 3J6,51
H1P,H1P 3J7,52
H1P,H1P 3J8,44
H1P,H1P 3J9,45
H1P,H1P 3K1,71
H1P,H1P 3K2,61
H1P,H1P 3K3,44
H1P,H1P 3K4,56
H1P,H1P 3K5,57
H1P,H1P 3K6,44
H1P,H1P 3K7,70
H1P,H1P 3K8,39
H1P,H1P 3K9,46
H1P,H1P 3L1,60
H1P,H1P 3L2,51
H1P,H1P 3L3,61
H1P,H1P 3L4,53
H1P,H1P 3L5,52
H1P,H1P 3L6,56
H1P,H1P 3L7,51
H1P,H1P 3L9,48
H1P,H1P 3M1,48
H1P,H1P 3M3,24
H1P,H1P 3M4,37
H1P,H1P 3M6,46
H1P,H1P 3M7,58
H1P,H1P 3M8,34
H1P,H1P 3M9,58
H1P,H1P 3N1,46
H1P,H1P 3N3,48
H1P,H1P 3N4,51
H1P,H1P 3N6,61
H1P,H1P 3N7,55
H1P,H1P 3N8,45
H1P,H1P 3N9,48
H1P,H1P 3P1,46
H1P,H1P 3P2,58
H1P,H1P 3P3,43
H1P,H1P 3P4,61
H1P,H1P 3P5,51
H1R,H1R 0A1,43
H1R,H1R 0A2,46
H1R,H1R 0A3,19
H1R,H1R 0A4,46
H1R,H1R 0A5,12
H1R,H1R 0A6,12
H1R,H1R 0A7,48
H1R,H1R 0A8,60
H1R,H1R 0A9,47
H1R,H1R 0B1,47
H1R,H1R 0B2,47
H1R,H1R 0B3,43
H1R,H1R 0B4,43
H1R,H1R 0B5,43
H1R,H1R 0B6,69
H1R,H1R 0B7,73
H1R,H1R 0B8,69
H1R,H1R 0B9,43
H1R,H1R 0C1,65
H1R,H1R 0C2,65
H1R,H1R 0C3,58
H1R,H1R 0C4,72
H1R,H1R 0C5,77
H1R,H1R 0C6,69
H1R,H1R 0C7,57
H1R,H1R 0C8,69
H1R,H1R 1A5,29
H1R,H1R 1A6,42
H1R,H1R 1A7,44
H1R,H1R 1A8,49
H1R,H1R 1A9,55
H1R,H1R 1B1,56
H1R,H1R 1B3,57
H1R,H1R 1B4,66
H1R,H1R 1B5,60
H1R,H1R 1B6,62
H1R,H1R 1B7,52
H1R,H1R 1B8,52
H1R,H1R 1B9,52
H1R,H1R 1C1,64
H1R,H1R 1C2,52
H1R,H1R 1C3,52
H1R,H1R 1C4,48
H1R,H1R 1C5,48
H1R,H1R 1C6,47
H1R,H1R 1C7,50
H1R,H1R 1C8,47
H1R,H1R 1C9,49
H1R,H1R 1E1,56
H1R,H1R 1E2,64
H1R,H1R 1E3,64
H1R,H1R 1E4,69
H1R,H1R 1E5,48
H1R,H1R 1E6,43
H1R,H1R 1E8,47
H1R,H1R 1E9,47
H1R,H1R 1G1,48
H1R,H1R 1G2,45
H1R,H1R 1G3,47
H1R,H1R 1G4,50
H1R,H1R 1G5,45
H1R,H1R 1G6,45
H1R,H1R 1G7,46
H1R,H1R 1G8,46
H1R,H1R 1G9,50
H1R,H1R 1H1,50
H1R,H1R 1H2,54
H1R,H1R 1H3,47
H1R,H1R 1H4,50
H1R,H1R 1H5,50
H1R,H1R 1H6,53
H1R,H1R 1H7,53
H1R,H1R 1H8,49
H1R,H1R 1H9,53
H1R,H1R 1J2,44
H1R,H1R 1J3,47
H1R,H1R 1J5,47
H1R,H1R 1J6,50
H1R,H1R 1J7,53
H1R,H1R 1J8,57
H1R,H1R 1J9,57
H1R,H1R 1K1,46
H1R,H1R 1K2,50
H1R,H1R 1K3,50
H1R,H1R 1K4,50
H1R,H1R 1K5,50
H1R,H1R 1K6,47
H1R,H1R 1K7,46
H1R,H1R 1K8,46
H1R,H1R 1K9,53
H1R,H1R 1L1,51
H1R,H1R 1L2,51
H1R,H1R 1L3,55
H1R,H1R 1L4,46
H1R,H1R 1L5,53
H1R,H1R 1L6,53
H1R,H1R 1L7,56
H1R,H1R 1L8,51
H1R,H1R 1L9,47
H1R,H1R 1M1,52
H1R,H1R 1M2,55
H1R,H1R 1M3,59
H1R,H1R 1M4,56
H1R,H1R 1M5,60
H1R,H1R 1M6,50
H1R,H1R 1M7,47
H1R,H1R 1M8,51
H1R,H1R 1M9,56
H1R,H1R 1N1,61
H1R,H1R 1N2,63
H1R,H1R 1N3,53
H1R,H1R 1N4,63
H1R,H1R 1N5,61
H1R,H1R 1N6,63
H1R,H1R 1N7,66
H1R,H1R 1N8,66
H1R,H1R 1N9,66
H1R,H1R 1P1,51
H1R,H1R 1P2,53
H1R,H1R 1P3,53
H1R,H1R 1P4,52
H1R,H1R 1P5,55
H1R,H1R 1P6,55
H1R,H1R 1P7,53
H1R,H1R 1P8,63
H1R,H1R 1P9,66
H1R,H1R 1R1,66
H1R,H1R 1R2,69
H1R,H1R 1R3,52
H1R,H1R 1R4,52
H1R,H1R 1R5,53
H1R,H1R 1R6,53
H1R,H1R 1R7,50
H1R,H1R 1R8,52
H1R,H1R 1R9,55
H1R,H1R 1S1,53
H1R,H1R 1S2,51
H1R,H1R 1S3,51
H1R,H1R 1S4,51
H1R,H1R 1S5,54
H1R,H1R 1S6,54
H1R,H1R 1S7,55
H1R,H1R 1S8,54
H1R,H1R 1S9,70
H1R,H1R 1T1,71
H1R,H1R 1T2,71
H1R,H1R 1T3,57
H1R,H1R 1T4,57
H1R,H1R 1T5,60
H1R,H1R 1T6,62
H1R,H1R 1T7,66
H1R,H1R 1T8,66
H1R,H1R 1T9,70
H1R,H1R 1V1,70
H1R,H1R 1V2,72
H1R,H1R 1V3,60
H1R,H1R 1V4,63
H1R,H1R 1V5,60
H1R,H1R 1V6,62
H1R,H1R 1V7,63
H1R,H1R 1V8,63
H1R,H1R 1V9,78
H1R,H1R 1W1,78
H1R,H1R 1W2,63
H1R,H1R 1W3,63
H1R,H1R 1W4,78
H1R,H1R 1W5,76
H1R,H1R 1W6,63
H1R,H1R 1W7,63
H1R,H1R 1W8,62
H1R,H1R 1W9,70
H1R,H1R 1X2,69
H1R,H1R 1X3,68
H1R,H1R 1X4,40
H1R,H1R 1X6,70
H1R,H1R 1X7,73
H1R,H1R 1X8,72
H1R,H1R 1X9,75
H1R,H1R 1Y1,73
H1R,H1R 1Y4,76
H1R,H1R 1Y5,74
H1R,H1R 1Y6,76
H1R,H1R 1Y7,73
H1R,H1R 1Y8,73
H1R,H1R 1Y9,78
H1R,H1R 1Z1,73
H1R,H1R 1Z2,73
H1R,H1R 1Z4,60
H1R,H1R 1Z6,70
H1R,H1R 1Z7,65
H1R,H1R 1Z9,78
H1R,H1R 2A1,66
H1R,H1R 2A2,78
H1R,H1R 2A3,75
H1R,H1R 2A5,69
H1R,H1R 2A6,64
H1R,H1R 2A7,64
H1R,H1R 2A8,64
H1R,H1R 2A9,60
H1R,H1R 2B1,60
H1R,H1R 2B2,57
H1R,H1R 2B3,58
H1R,H1R 2B4,55
H1R,H1R 2B5,63
H1R,H1R 2B6,59
H1R,H1R 2B7,59
H1R,H1R 2B8,63
H1R,H1R 2B9,63
H1R,H1R 2C1,59
H1R,H1R 2C2,59
H1R,H1R 2C3,54
H1R,H1R 2C4,58
H1R,H1R 2C5,46
H1R,H1R 2C6,63
H1R,H1R 2C7,52
H1R,H1R 2C8,59
H1R,H1R 2C9,56
H1R,H1R 2E1,46
H1R,H1R 2E2,53
H1R,H1R 2E3,53
H1R,H1R 2E4,53
H1R,H1R 2E5,53
H1R,H1R 2E6,52
H1R,H1R 2E7,52
H1R,H1R 2E8,50
H1R,H1R 2E9,48
H1R,H1R 2G1,46
H1R,H1R 2G2,58
H1R,H1R 2G3,56
H1R,H1R 2G4,58
H1R,H1R 2G5,62
H1R,H1R 2G6,62
H1R,H1R 2G7,64
H1R,H1R 2G8,53
H1R,H1R 2G9,53
H1R,H1R 2H1,48
H1R,H1R 2H2,48
H1R,H1R 2H3,61
H1R,H1R 2H4,56
H1R,H1R 2H5,61
H1R,H1R 2H6,56
H1R,H1R 2H7,51
H1R,H1R 2H8,49
H1R,H1R 2H9,58
H1R,H1R 2J1,42
H1R,H1R 2J2,42
H1R,H1R 2J3,12
H1R,H1R 2J4,48
H1R,H1R 2J5,52
H1R,H1R 2J6,42
H1R,H1R 2J7,49
H1R,H1R 2J8,50
H1R,H1R 2J9,43
H1R,H1R 2K1,42
H1R,H1R 2K2,49
H1R,H1R 2K3,49
H1R,H1R 2K4,62
H1R,H1R 2K5,62
H1R,H1R 2K6,59
H1R,H1R 2K7,53
H1R,H1R 2K8,51
H1R,H1R 2K9,50
H1R,H1R 2L1,38
H1R,H1R 2L2,50
H1R,H1R 2L3,78
H1R,H1R 2L4,80
H1R,H1R 2L5,40
H1R,H1R 2L6,38
H1R,H1R 2L7,76
H1R,H1R 2L8,74
H1R,H1R 2L9,62
H1R,H1R 2M1,53
H1R,H1R 2M2,56
H1R,H1R 2M3,53
H1R,H1R 2M4,53
H1R,H1R 2M5,43
H1R,H1R 2M6,43
H1R,H1R 2M7,74
H1R,H1R 2M8,75
H1R,H1R 2M9,74
H1R,H1R 2N1,75
H1R,H1R 2N2,72
H1R,H1R 2N3,53
H1R,H1R 2N4,53
H1R,H1R 2N5,46
H1R,H1R 2N6,74
H1R,H1R 2N7,74
H1R,H1R 2N8,73
H1R,H1R 2N9,71
H1R,H1R 2P1,70
H1R,H1R 2P2,48
H1R,H1R 2P3,73
H1R,H1R 2P4,72
H1R,H1R 2P5,47
H1R,H1R 2P6,49
H1R,H1R 2P7,63
H1R,H1R 2P8,76
H1R,H1R 2P9,73
H1R,H1R 2R1,71
H1R,H1R 2R2,72
H1R,H1R 2R3,66
H1R,H1R 2R4,63
H1R,H1R 2R5,73
H1R,H1R 2R6,71
H1R,H1R 2R7,66
H1R,H1R 2R8,66
H1R,H1R 2R9,73
H1R,H1R 2S1,73
H1R,H1R 2S2,73
H1R,H1R 2S3,65
H1R,H1R 2S4,71
H1R,H1R 2S5,71
H1R,H1R 2S6,65
H1R,H1R 2S7,65
H1R,H1R 2S8,69
H1R,H1R 2S9,65
H1R,H1R 2T2,69
H1R,H1R 2T3,69
H1R,H1R 2T4,58
H1R,H1R 2T5,66
H1R,H1R 2T6,61
H1R,H1R 2T7,60
H1R,H1R 2T8,61
H1R,H1R 2T9,53
H1R,H1R 2V1,53
H1R,H1R 2V2,55
H1R,H1R 2V3,49
H1R,H1R 2V4,47
H1R,H1R 2V5,49
H1R,H1R 2V6,49
H1R,H1R 2V7,47
H1R,H1R 2V8,43
H1R,H1R 2W1,43
H1R,H1R 2W2,51
H1R,H1R 2W3,45
H1R,H1R 2W4,45
H1R,H1R 2W5,54
H1R,H1R 2W6,50
H1R,H1R 2W7,54
H1R,H1R 2W8,50
H1R,H1R 2W9,58
H1R,H1R 2X1,60
H1R,H1R 2X2,60
H1R,H1R 2X3,55
H1R,H1R 2X4,56
H1R,H1R 2X5,56
H1R,H1R 2X6,63
H1R,H1R 2X7,60
H1R,H1R 2X8,63
H1R,H1R 2X9,62
H1R,H1R 2Y1,62
H1R,H1R 2Y2,67
H1R,H1R 2Y3,67
H1R,H1R 2Y4,63
H1R,H1R 2Y5,71
H1R,H1R 2Y6,71
H1R,H1R 2Y7,64
H1R,H1R 2Y8,67
H1R,H1R 2Y9,61
H1R,H1R 2Z1,61
H1R,H1R 2Z2,58
H1R,H1R 2Z3,56
H1R,H1R 2Z4,53
H1R,H1R 2Z5,52
H1R,H1R 2Z6,54
H1R,H1R 2Z7,54
H1R,H1R 2Z8,52
H1R,H1R 2Z9,55
H1R,H1R 3A1,51
H1R,H1R 3A2,49
H1R,H1R 3A3,50
H1R,H1R 3A4,50
H1R,H1R 3A5,50
H1R,H1R 3A6,50
H1R,H1R 3A7,43
H1R,H1R 3A8,49
H1R,H1R 3A9,84
H1R,H1R 3B1,69
H1R,H1R 3B2,50
H1R,H1R 3B5,39
H1R,H1R 3B6,51
H1R,H1R 3B7,43
H1R,H1R 3B8,43
H1R,H1R 3B9,48
H1R,H1R 3C1,50
H1R,H1R 3C2,49
H1R,H1R 3C3,50
H1R,H1R 3C4,50
H1R,H1R 3C5,45
H1R,H1R 3C6,54
H1R,H1R 3C7,54
H1R,H1R 3C8,54
H1R,H1R 3C9,49
H1R,H1R 3E1,49
H1R,H1R 3E2,49
H1R,H1R 3E3,50
H1R,H1R 3E4,75
H1R,H1R 3E5,72
H1R,H1R 3E6,52
H1R,H1R 3E8,67
H1R,H1R 3E9,55
H1R,H1R 3G1,71
H1R,H1R 3G2,75
H1R,H1R 3G3,75
H1R,H1R 3G4,78
H1R,H1R 3G5,69
H1R,H1R 3G6,52
H1R,H1R 3G7,52
H1R,H1R 3G8,46
H1R,H1R 3G9,52
H1R,H1R 3H1,52
H1R,H1R 3H2,51
H1R,H1R 3H3,43
H1R,H1R 3H4,54
H1R,H1R 3H5,49
H1R,H1R 3H6,50
H1R,H1R 3H7,50
H1R,H1R 3H9,45
H1R,H1R 3J1,46
H1R,H1R 3J2,69
H1R,H1R 3J3,51
H1R,H1R 3J4,54
H1R,H1R 3J5,53
H1R,H1R 3J6,65
H1R,H1R 3J7,52
H1R,H1R 3J8,50
H1R,H1R 3J9,54
H1R,H1R 3K1,43
H1R,H1R 3K2,53
H1R,H1R 3K3,53
H1R,H1R 3K4,48
H1R,H1R 3K5,54
H1R,H1R 3K6,54
H1R,H1R 3K8,54
H1R,H1R 3K9,54
H1R,H1R 3L1,52
H1R,H1R 3L3,53
H1R,H1R 3L4,55
H1R,H1R 3L5,54
H1R,H1R 3L6,49
H1R,H1R 3L7,54
H1R,H1R 3L8,54
H1R,H1R 3L9,54
H1R,H1R 3M1,53
H1R,H1R 3M2,49
H1R,H1R 3M3,49
H1R,H1R 3M4,52
H1R,H1R 3M5,49
H1R,H1R 3M6,54
H1R,H1R 3M7,43
H1R,H1R 3M8,47
H1R,H1R 3M9,54
H1R,H1R 3N1,49
H1R,H1R 3N2,49
H1R,H1R 3N3,71
H1R,H1R 3N4,46
H1R,H1R 3N5,43
H1R,H1R 3N6,49
H1R,H1R 3N7,47
H1R,H1R 3N8,52
H1R,H1R 3P1,51
H1R,H1R 3P3,65
H1R,H1R 3P4,50
H1R,H1R 3P5,43
H1R,H1R 3P6,43
H1R,H1R 3P7,49
H1R,H1R 3P8,52
H1R,H1R 3P9,73
H1R,H1R 3R2,47
H1R,H1R 3R4,50
H1R,H1R 3R5,53
H1R,H1R 3R9,51
H1R,H1R 3S1,70
H1R,H1R 3S5,51
H1R,H1R 3S8,52
H1R,H1R 3S9,49
H1R,H1R 3T5,53
H1R,H1R 3T9,53
H1R,H1R 3V1,71
H1R,H1R 3V2,43
H1R,H1R 3V3,50
H1R,H1R 3V4,43
H1R,H1R 3V5,43
H1R,H1R 3V7,51
H1R,H1R 3V8,46
H1R,H1R 3V9,42
H1R,H1R 3W1,46
H1R,H1R 3W2,46
H1R,H1R 3W3,51
